Dataset,true_labels,pred_probs,pred_labels
Dataset4---TCGA cohort,0,0.271516179,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.107509514,0
Dataset4---TCGA cohort,1,0.637978699,1
Dataset4---TCGA cohort,1,0.539182728,1
Dataset4---TCGA cohort,1,0.22503396,0
Dataset4---TCGA cohort,0,0.06295112,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.144486543,0
Dataset4---TCGA cohort,0,0.336096404,0
Dataset4---TCGA cohort,0,0.0001,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.0001,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.065868043,0
Dataset4---TCGA cohort,0,0.058808741,0
Dataset4---TCGA cohort,0,0.036519622,0
Dataset4---TCGA cohort,0,0.027267994,0
Dataset4---TCGA cohort,0,0.014652731,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.07754823,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.158966607,0
Dataset4---TCGA cohort,0,0.197224423,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.022910193,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.059043768,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.077243567,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.100121916,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.122996686,0
Dataset4---TCGA cohort,0,0.01,0
Dataset4---TCGA cohort,0,0.01,0
