Dataset,true_labels,TITAN,ABMIL,WCHFHPM
Dataset3---Multicenter,0,0.009905355,0.001132212,0.01
Dataset3---Multicenter,0,0.101381303,0.215262845,0.01
Dataset3---Multicenter,0,0.405072718,0.000386745,0.01
Dataset3---Multicenter,0,0.015682356,0.000753326,0.01
Dataset3---Multicenter,0,0.139767507,0.000366885,0.01
Dataset3---Multicenter,0,0.0861599,0.000595869,0.01
Dataset3---Multicenter,0,0.031516365,0.00076495,0.01
Dataset3---Multicenter,0,0.002246432,0.001055357,0.01
Dataset3---Multicenter,0,0.023277308,0.00133318,0.01
Dataset3---Multicenter,0,0.006115822,0.000289042,0.01
Dataset3---Multicenter,0,0.038536875,0.000601101,0.01
Dataset3---Multicenter,0,0.780802337,0.000577843,0.01
Dataset3---Multicenter,0,0.031489061,0.000256008,0.01
Dataset3---Multicenter,0,0.009762721,0.000540411,0.01
Dataset3---Multicenter,0,0.004483035,0.000309486,0.01
Dataset3---Multicenter,0,0.003589183,0.000335633,0.01
Dataset3---Multicenter,0,2.31089E-05,0.000383272,0.01
Dataset3---Multicenter,0,0.000481601,0.001710441,0.01
Dataset3---Multicenter,0,0.011500931,0.00026891,0.01
Dataset3---Multicenter,0,0.033106202,0.000746412,0.01
Dataset3---Multicenter,0,0.022469304,0.00059479,0.01
Dataset3---Multicenter,0,0.006405247,0.000668505,0.01
Dataset3---Multicenter,0,0.035633822,0.00032389,0.01
Dataset3---Multicenter,0,0.811652494,0.000693397,0.01
Dataset3---Multicenter,0,0.002298779,0.000494437,0.01
Dataset3---Multicenter,0,0.814249366,0.000402227,0.01
Dataset3---Multicenter,0,0.020079876,0.003722954,0.01
Dataset3---Multicenter,0,0.010071361,0.00014613,0.01
Dataset3---Multicenter,0,0.015699677,0.00031054,0.01
Dataset3---Multicenter,0,0.000325178,0.002589655,0.01
Dataset3---Multicenter,0,6.92369E-05,0.000852774,0.01
Dataset3---Multicenter,0,0.000299462,0.000438423,0.01
Dataset3---Multicenter,0,0.001375988,0.001454872,0.01
Dataset3---Multicenter,0,0.01516519,0.001513762,0.01
Dataset3---Multicenter,0,0.000869504,0.002329267,0.01
Dataset3---Multicenter,0,0.970183965,0.003185124,0.01
Dataset3---Multicenter,0,0.028494151,0.004055551,0.01
Dataset3---Multicenter,0,0.152579948,0.008926393,0.01
Dataset3---Multicenter,0,0.017639557,0.036183968,0.01
Dataset3---Multicenter,0,0.005836421,0.007446582,0.01
Dataset3---Multicenter,0,0.01873184,0.000857646,0.01
Dataset3---Multicenter,0,0.023786477,0.003875198,0.01
Dataset3---Multicenter,0,0.004620657,0.003187278,0.01
Dataset3---Multicenter,0,0.000392023,0.000881527,0.01
Dataset3---Multicenter,0,0.1542366,0.001137152,0.01
Dataset3---Multicenter,0,1.61285E-05,0.001850607,0.01
Dataset3---Multicenter,0,0.001725205,0.001038449,0.01
Dataset3---Multicenter,0,0.009324348,0.000469759,0.01
Dataset3---Multicenter,0,0.017513573,0.000762668,0.01
Dataset3---Multicenter,0,0.550995288,0.001139123,0.01
Dataset3---Multicenter,0,0.035239944,0.000606351,0.01
Dataset3---Multicenter,0,0.029384452,0.000566715,0.01
Dataset3---Multicenter,0,0.101992872,0.001113349,0.01
